0.0,0.0,0.0,0.4863726893450337,0.9952248279336561,0.03320793847164616
1.0,0.0,0.0,0.48634239523692196,0.9952395710244273,0.03319941201612542
2.0,0.0,0.0,0.4863125533524666,0.9952545095764276,0.03319203834380635
3.0,0.0,0.0,0.4862173927008677,0.9952526538096506,0.03318225457160329
4.0,0.0,0.0,0.4861883153929717,0.9952679486081762,0.03317687322430163
5.0,0.0,0.0,0.49255416241946803,0.9908632957213407,0.008621025205535315
6.0,0.0,0.0,0.48634275470779237,0.995239754444921,0.033200377862176444
7.0,0.0,0.0,0.48621739031120453,0.995252652591568,0.03318224815085269
8.0,0.0,0.0,0.4861883153929717,0.9952679486081762,0.03317687322430163
9.0,0.0,0.0,0.48615816287899166,0.9952826602078779,0.033168540176332306
10.0,0.0,0.0,0.48637122370372354,0.9954359491051945,0.03476346821477594
11.0,0.0,0.0,0.49266208650191956,0.9910932982293936,0.009425301077966575
12.0,0.0,0.0,0.49501111649754265,0.9972811737061931,0.05852019329489433
13.0,0.0,0.0,0.48621739031120453,0.995252652591568,0.03318224815085269
14.0,0.0,0.0,0.4861883153929717,0.9952679486081762,0.03317687322430163
15.0,0.0,0.0,0.48615818657789517,0.9952826722659732,0.03316860391672605
16.0,0.0,0.0,0.48604420127786274,0.9954403813574024,0.03469973980207097
17.0,0.0,0.0,0.4860217072732615,0.9954587286343478,0.03471268497401525
18.0,0.0,0.0,0.49266960640583657,0.9911164082151164,0.009427476229763365
19.0,0.0,0.0,0.4953224647674854,0.9974110270451536,0.0606513112674707
20.0,0.0,0.0,0.48615816287899166,0.9952826602078779,0.033168540176332306
21.0,0.0,0.0,0.48637122363887025,0.9954359490728958,0.03476346803704555
22.0,0.0,0.0,0.4950413275863538,0.9972698685676245,0.05853083579295082
23.0,0.0,0.0,0.48605204249311407,0.9954442828205955,0.034721205750466666
24.0,0.0,0.0,0.48602281776468437,0.9954592804968572,0.03471572684597357
25.0,0.0,0.0,0.48578525640494064,0.9954160460949374,0.03439066052951356
26.0,0.0,0.0,0.4924343974860596,0.991062798534217,0.009273052102457324
27.0,0.0,0.0,0.4951725103731771,0.9974198956137751,0.06061972358639345
28.0,0.0,0.0,0.48604420127786274,0.9954403813574024,0.03469973980207097
29.0,0.0,0.0,0.4860217072732615,0.9954587286343478,0.03471268497401525
30.0,0.0,0.0,0.4953224647674854,0.9974110270451536,0.0606513112674707
31.0,0.0,0.0,0.4859119062778052,0.9954039523750918,0.03441231728322436
32.0,0.0,0.0,0.485786352305223,0.9954165943433353,0.03439365446660514
33.0,0.0,0.0,0.49514992591789203,0.9973114930395668,0.05891702879448446
34.0,0.0,0.0,0.4857552619316667,0.9954306445587383,0.03438279388206633
35.0,0.0,0.0,0.49242145865325804,0.991109359819845,0.009277982272535845
36.0,0.0,0.0,0.4837717881000354,0.9887190079832808,0.0170299672692662
